,budget,genres,id,popularity,release_date,revenue,title,vote_average,vote_count,profit,release_year
1123,40000000,Comedy,11066,6.420433999999999,1992-06-30,70100000,Boomerang,5.4,134,30100000,1992
1124,43000000,Action,136795,37.654688,2013-06-27,158674180,The Heat,6.5,1575,115674180,2013
1125,31115000,Drama,8095,13.244365,1963-06-12,71000000,Cleopatra,6.7,146,39885000,<1980
1126,0,Comedy,87826,26.799913,2012-10-11,73100172,Here Comes the Boom,6.0,593,73100172,2012
1127,42000000,Drama,11560,14.046705,2002-04-03,63781810,High Crimes,6.1,184,21781810,2002
1128,42000000,Comedy,25189,3.844926,1996-11-15,0,The Mirror Has Two Faces,6.5,47,-42000000,1996
1129,32000000,Drama,2637,14.733513,2002-01-25,55157539,The Mothman Prophecies,6.1,305,23157539,2002
1130,42000000,Comedy,18480,16.122168,2009-07-08,0,Brüno,5.4,518,-42000000,2009
1131,32000000,Adventure,709,28.221190000000004,1989-07-07,156167015,Licence to Kill,5.9,541,124167015,1989
1132,42000000,Fantasy,49730,45.151657,2011-03-11,89162162,Red Riding Hood,5.6,922,47162162,2011
1133,60000000,Action,2749,15.205371,2001-03-01,56359980,15 Minutes,5.7,191,-3640020,2001
1134,48000000,Adventure,9607,14.587367,1993-05-28,20915465,Super Mario Bros.,4.0,232,-27084535,1993
1135,42000000,Crime,1830,34.828241,2005-09-16,24127895,Lord of War,7.0,1335,-17872105,2005
1136,31000000,Drama,79,23.607392,2002-12-19,177394432,Hero,7.2,635,146394432,2002
1137,40000000,Action,54054,19.438503,2012-01-26,36893721,One for the Money,5.3,388,-3106279,2012
1138,44000000,Action,228967,74.16801600000001,2014-12-25,12342632,The Interview,6.1,2304,-31657368,2014
1139,42000000,Adventure,46528,7.349497,2010-12-02,11087569,The Warrior's Way,6.3,136,-30912431,2010
1140,33000000,Action,27936,7.663514999999999,2009-10-28,14000000,Micmacs,6.8,148,-19000000,2009
1141,41000000,Drama,65,32.798571,2002-11-08,215000000,8 Mile,6.8,1626,174000000,2002
1142,0,Adventure,280391,5.794466000000001,2015-04-08,0,Why I Did (Not) Eat My Father,5.3,125,0,2015
1143,65000000,Adventure,9476,36.670398999999996,2001-05-11,117487473,A Knight's Tale,6.6,907,52487473,2001
1144,41000000,Thriller,10610,14.653718,2003-08-15,0,The Medallion,5.3,281,-41000000,2003
1145,40000000,Mystery,745,73.085576,1999-08-06,672806292,The Sixth Sense,7.7,3147,632806292,1999
1146,42000000,Action,49527,34.041407,2012-01-13,46221189,Man on a Ledge,6.2,925,4221189,2012
1147,41000000,Comedy,73937,9.419725999999999,2011-10-13,7448385,The Big Year,5.6,248,-33551615,2011
1148,8000000,Drama,1885,28.456571999999998,1984-06-22,90815558,The Karate Kid,6.9,891,82815558,1984
1149,40000000,Drama,168672,49.664128000000005,2013-12-12,251171807,American Hustle,6.8,2807,211171807,2013
1150,40000000,Comedy,18240,36.238968,2009-06-01,317375031,The Proposal,6.7,1804,277375031,2009
1151,70000000,Crime,10398,19.439386,1999-09-24,177841558,Double Jeopardy,6.2,278,107841558,1999
1152,40000000,Adventure,165,43.345252,1989-11-20,332000000,Back to the Future Part II,7.4,3829,292000000,1989
1153,40000000,Action,240832,115.241998,2014-07-14,126546825,Lucy,6.3,5878,86546825,2014
1154,40000000,Drama,216015,98.755657,2015-02-11,571006128,Fifty Shades of Grey,5.2,3254,531006128,2015
1155,38000000,Action,12279,21.998734,2003-07-25,197011982,Spy Kids 3-D: Game Over,4.7,511,159011982,2003
1156,40000000,Crime,1645,25.219804999999997,1996-07-24,152266007,A Time to Kill,7.0,509,112266007,1996
1157,40000000,Comedy,11007,26.516624,2003-12-24,190212113,Cheaper by the Dozen,6.0,699,150212113,2003
1158,40000000,Action,193756,37.084384,2013-12-24,149295601,Lone Survivor,7.4,1526,109295601,2013
1159,40000000,Comedy,11287,21.661027999999998,1992-07-01,107458785,A League of Their Own,6.7,354,67458785,1992
1160,40000000,Horror,259693,68.794673,2016-05-13,320170008,The Conjuring 2,7.0,1949,280170008,2016
1161,40000000,Drama,37799,69.27821999999999,2010-09-30,224920315,The Social Network,7.1,3391,184920315,2010
1162,40000000,Comedy,10184,26.253357,2009-02-06,177259441,He's Just Not That Into You,6.2,959,137259441,2009
1163,45000000,Comedy,4257,32.549282,2006-04-13,178262620,Scary Movie 4,5.3,750,133262620,2006
1164,40000000,Horror,4234,24.992057,2000-02-03,161834276,Scream 3,5.7,736,121834276,2000
1165,40000000,Adventure,196,45.769562,1990-05-25,244527583,Back to the Future Part III,7.1,2900,204527583,1990
1166,40000000,Comedy,257091,36.301202,2015-03-26,111811453,Get Hard,5.9,944,71811453,2015
1167,40000000,Romance,6114,45.022964,1992-11-13,215862692,Dracula,7.1,1056,175862692,1992
1168,40000000,Romance,24803,22.853006,2009-08-06,129540499,Julie & Julia,6.6,560,89540499,2009
1169,40000000,Drama,109410,31.884559000000003,2013-04-12,95020213,42,6.8,787,55020213,2013
1170,40000000,Thriller,1213,31.385257,1999-12-25,128798265,The Talented Mr. Ripley,7.0,767,88798265,1999
1171,40000000,Comedy,100042,67.767785,2014-11-12,169837010,Dumb and Dumber To,5.4,1127,129837010,2014
1172,40000000,Adventure,9036,24.287306,2006-02-17,120455994,Eight Below,6.7,542,80455994,2006
1173,35000000,Comedy,257211,53.114573,2015-09-24,194564672,The Intern,7.1,1881,159564672,2015
1174,40000000,Action,323675,25.136082000000002,2016-01-14,124827316,Ride Along 2,6.1,555,84827316,2016
1175,40000000,Action,9361,37.776565999999995,1992-09-25,75505856,The Last of the Mohicans,7.1,732,35505856,1992
1176,40000000,Drama,1677,21.743320999999998,2004-10-29,124731534,Ray,7.2,467,84731534,2004
1177,40000000,Action,187,66.003433,2005-04-01,158733820,Sin City,7.2,2691,118733820,2005
1178,40000000,Drama,7461,24.862767,2008-02-01,151161491,Vantage Point,6.2,716,111161491,2008
1179,41000000,Comedy,16538,25.391899,2009-03-20,91636986,"I Love You, Man",6.5,515,50636986,2009
1180,40000000,Comedy,9889,29.854772999999998,2001-11-01,141069860,Shallow Hal,5.7,731,101069860,2001
1181,40000000,Drama,820,26.82041,1991-12-20,205405498,JFK,7.5,502,165405498,1991
1182,40000000,Comedy,11565,17.612920000000003,2006-01-26,138259062,Big Momma's House 2,5.4,371,98259062,2006
1183,57000000,Action,6073,21.021809,2001-03-01,147845033,The Mexican,5.8,441,90845033,2001
1184,20000000,Comedy,16996,52.571674,2009-03-11,136267476,17 Again,6.1,1350,116267476,2009
1185,40000000,Comedy,193610,34.519636,2014-04-16,196781193,The Other Woman,6.2,1437,156781193,2014
1186,40000000,Horror,19912,32.478077,2009-08-26,186167139,The Final Destination,5.4,831,146167139,2009
1187,40000000,Thriller,296098,48.445978000000004,2015-10-15,165478348,Bridge of Spies,7.2,2583,125478348,2015
1188,40000000,Action,8007,24.012985999999998,2001-11-17,91753202,Behind Enemy Lines,6.0,457,51753202,2001
1189,40000000,Comedy,32823,17.869443,2010-06-04,90029656,Get Him to the Greek,5.9,612,50029656,2010
1190,50000000,Drama,4380,14.231898999999999,2004-10-15,170128460,Shall We Dance?,5.9,297,120128460,2004
1191,40000000,Comedy,11551,23.088570999999998,1998-07-10,54682547,Small Soldiers,6.2,511,14682547,1998
1192,40000000,Action,10336,19.833664000000002,1997-07-31,87840042,Spawn,5.0,336,47840042,1997
1193,35000000,Action,11362,26.595983,2002-01-23,75395048,The Count of Monte Cristo,7.3,453,40395048,2002
1194,40000000,Crime,50348,26.072228,2011-03-17,85412898,The Lincoln Lawyer,7.0,902,45412898,2011
1195,30000000,Action,48138,38.643914,2011-02-16,130786397,Unknown,6.5,1265,100786397,2011
1196,40000000,Drama,1124,74.440708,2006-10-19,109676311,The Prestige,8.0,4391,69676311,2006
1197,42000000,Comedy,227159,82.185281,2014-11-26,107670357,Horrible Bosses 2,6.1,1536,65670357,2014
1198,40000000,Animation,68179,18.14218,2013-02-14,74597643,Escape from Planet Earth,5.7,332,34597643,2013
1199,40000000,Action,1579,41.570046999999995,2006-12-07,120175290,Apocalypto,7.3,1221,80175290,2006
1200,40000000,Action,708,23.331459,1987-06-29,191185897,The Living Daylights,6.2,440,151185897,1987
1201,40000000,Action,34851,47.649553999999995,2010-07-03,126248813,Predators,6.0,1206,86248813,2010
1202,0,Comedy,9930,7.519433,1986-06-18,0,Legal Eagles,5.8,51,0,1986
1203,40000000,Thriller,1586,32.908414,2004-03-12,92913171,Secret Window,6.4,972,52913171,2004
1204,40000000,Romance,2044,29.887359999999997,2006-06-16,114830111,The Lake House,6.5,670,74830111,2006
1205,43000000,Drama,9913,29.105407,2005-07-29,91974818,The Skeleton Key,6.4,573,48974818,2005
1206,0,Fantasy,71864,16.394451999999998,2012-08-15,51854875,The Odd Life of Timothy Green,6.5,386,51854875,2012
1207,40000000,Comedy,10761,19.574773999999998,2008-05-02,84601681,Made of Honor,6.0,394,44601681,2008
1208,40000000,Music,209451,14.199932999999998,2014-06-05,67347013,Jersey Boys,6.8,255,27347013,2014
1209,40000000,Drama,11975,12.229516,1997-11-18,45916769,The Rainmaker,6.7,235,5916769,1997
1210,40000000,Horror,4970,27.303608,2003-11-21,141591324,Gothika,5.8,629,101591324,2003
1211,36000000,Drama,11831,3.6982760000000003,1997-12-03,74000000,Amistad,6.8,316,38000000,1997
1212,40000000,Adventure,9096,7.021871000000001,1992-02-07,0,Medicine Man,5.8,114,-40000000,1992
1213,40000000,Fantasy,440,39.381913,2007-12-25,41797066,Aliens vs Predator: Requiem,4.9,740,1797066,2007
1214,40000000,Comedy,11011,14.398356,1994-12-19,0,Ri¢hie Ri¢h,5.4,415,-40000000,1994
1215,65000000,Drama,10641,8.680334,2000-08-11,0,Autumn in New York,5.7,135,-65000000,2000
1216,40000000,Comedy,11172,17.659032,2007-02-09,145896422,Music and Lyrics,6.2,554,105896422,2007
1217,40000000,Adventure,39513,43.151268,2011-02-14,97552050,Paul,6.5,1789,57552050,2011
1218,40000000,Comedy,82687,15.283444,2012-12-19,41863726,The Guilt Trip,5.4,284,1863726,2012
1219,40000000,Horror,41446,35.21926,2011-04-11,97138686,Scream 4,6.1,902,57138686,2011
1220,40000000,Thriller,8224,25.580272,1999-02-26,96618699,8MM,6.1,474,56618699,1999
1221,38000000,Drama,10537,10.794175,1991-03-01,34416893,The Doors,6.7,275,-3583107,1991
1222,40000000,Comedy,225886,72.641296,2014-07-17,126069509,Sex Tape,5.3,1695,86069509,2014
1223,40000000,Comedy,10385,3.4155339999999996,2000-02-16,36037909,Hanging Up,5.0,40,-3962091,2000
1224,47000000,Horror,55779,38.555482,2011-08-12,157887643,Final Destination 5,5.9,866,110887643,2011
1225,0,Comedy,10154,6.786117,1999-08-16,0,Mickey Blue Eyes,5.3,140,0,1999
1226,40000000,Drama,10647,24.313684,2000-10-12,55707411,Pay It Forward,7.0,432,15707411,2000
1227,30000000,Comedy,11431,9.965073,2005-04-06,50451307,Fever Pitch,5.9,182,20451307,2005
1228,40000000,Comedy,8457,15.055732,2008-03-20,0,Drillbit Taylor,5.5,275,-40000000,2008
1229,0,Comedy,188161,32.808675,2014-05-22,0,A Million Ways to Die in the West,5.8,1468,0,2014
1230,25000000,Adventure,8850,8.178203,1994-07-01,48063435,The Shadow,5.4,138,23063435,1994
1231,40000000,Drama,64685,31.066874,2011-12-24,55247881,Extremely Loud & Incredibly Close,6.9,708,15247881,2011
1232,40000000,Comedy,38357,22.491388,2010-01-12,58785180,Morning Glory,6.1,412,18785180,2010
1233,40000000,Drama,10060,12.885985,2005-11-09,46442528,Get Rich or Die Tryin',6.3,186,6442528,2005
1234,40000000,Crime,11398,7.832337,2000-08-23,30199105,The Art of War,5.6,135,-9800895,2000
1235,40000000,Drama,1833,10.433667,2005-11-23,31670620,Rent,6.7,155,-8329380,2005
1236,40000000,Drama,10391,3.3219489999999996,2000-08-11,0,Bless the Child,4.9,71,-40000000,2000
1237,75000000,Comedy,8970,4.842626,1999-04-02,29000000,The Out-of-Towners,5.0,45,-46000000,1999
1238,40000000,Fantasy,9306,13.210898,1996-08-23,49627779,The Island of Dr. Moreau,4.6,147,9627779,1996
1239,40000000,Action,11370,3.296933,2001-09-07,27053815,The Musketeer,5.2,56,-12946185,2001
1240,35000000,Drama,12184,22.939557,2008-02-28,0,The Other Boleyn Girl,6.4,477,-35000000,2008
1241,40000000,Drama,1921,19.372805,2001-02-16,65754228,Sweet November,6.4,278,25754228,2001
1242,40000000,Horror,1683,13.445697000000001,2007-04-05,62771059,The Reaping,5.4,205,22771059,2007
1243,500000,Drama,203,17.002095999999998,1973-10-02,3000000,Mean Streets,7.2,345,2500000,<1980
1244,40000000,Comedy,11858,4.516953,1994-06-03,24332324,Renaissance Man,5.9,81,-15667676,1994
1245,40000000,Action,62835,33.785969,2011-07-27,60965854,Colombiana,6.5,824,20965854,2011
1246,40000000,Fantasy,18937,16.059442999999998,1998-05-15,38172500,Quest for Camelot,6.9,190,-1827500,1998
1247,40000000,Crime,13536,3.4769660000000004,2002-09-06,22433915,City By The Sea,5.7,92,-17566085,2002
1248,0,Drama,15556,5.7787239999999995,1999-01-15,0,At First Sight,5.9,48,0,1999
1249,40000000,Action,10718,7.360792999999999,2004-01-16,46546197,Torque,4.7,119,6546197,2004
1250,0,Drama,11062,3.621837,1996-02-16,0,City Hall,6.0,67,0,1996
1251,45000000,Drama,10802,14.513304999999999,1995-09-22,20350754,Showgirls,4.9,256,-24649246,1995
1252,40000000,Drama,1887,22.364549,2006-05-24,60474340,Marie Antoinette,6.5,642,20474340,2006
1253,40000000,Action,6071,6.908939999999999,1995-04-21,0,Kiss of Death,5.7,81,-40000000,1995
1254,63600000,Action,10461,4.494788,2000-10-06,19412993,Get Carter,4.8,145,-44187007,2000
1255,42000000,Thriller,80278,47.559928,2012-09-09,180274123,The Impossible,7.0,2025,138274123,2012
1256,55000000,Action,12704,2.410546,1987-05-15,14375181,Ishtar,4.2,28,-40624819,1987
1257,40000000,Adventure,10315,41.258956,2009-10-23,46471023,Fantastic Mr. Fox,7.5,1176,6471023,2009
1258,40000000,Comedy,16643,8.980846000000001,2002-04-26,16872671,Life or Something Like It,5.7,124,-23127329,2002
1259,40000000,Comedy,2687,7.222985,1992-02-28,14358033,Memoirs of an Invisible Man,5.7,125,-25641967,1992
1260,10000000,Comedy,194,73.720244,2001-04-25,173921954,Amélie,7.8,3310,163921954,2001
1261,0,Comedy,11025,10.0403,2004-05-01,0,New York Minute,5.5,185,0,2004
1262,60000000,Comedy,8849,15.219263,2004-10-22,13395939,Alfie,5.6,248,-46604061,2004
1263,40000000,Adventure,78698,8.303696,2012-02-02,24719215,Big Miracle,6.6,152,-15280785,2012
1264,38000000,Drama,30943,4.746085,1999-03-12,28121100,The Deep End of the Ocean,5.9,54,-9878900,1999
1265,40000000,Horror,9544,6.756886,2002-08-09,18902015,FearDotCom,3.2,105,-21097985,2002
1266,40000000,Adventure,24418,16.424807,2009-10-23,28169671,Cirque du Freak: The Vampire's Assistant,5.5,348,-11830329,2009
1267,40000000,Action,7288,15.590001,2003-09-26,19322135,Duplex,5.9,482,-20677865,2003
1268,0,Comedy,14655,5.483671,2008-11-07,0,Soul Men,6.3,47,0,2008
1270,45000000,Action,10366,14.566664000000001,1999-08-05,10667893,Universal Soldier: The Return,4.2,135,-34332107,1999
1271,33000000,Action,19898,28.353517,2009-09-08,20645327,Pandorum,6.5,774,-12354673,2009
1272,40000000,Action,4965,9.579975,2001-12-03,0,Impostor,6.1,135,-40000000,2001
1273,40000000,Action,15074,2.911819,2002-11-27,10959475,Extreme Ops,5.0,28,-29040525,2002
1274,0,Comedy,56715,10.844882,2001-04-06,0,Just Visiting,4.8,171,0,2001
1275,50000000,Science Fiction,1272,51.502884,2007-04-05,32017803,Sunshine,7.0,1182,-17982197,2007
1276,40000000,Drama,72358,13.119132999999998,2012-03-07,22044277,A Thousand Words,6.0,373,-17955723,2012
1277,40000000,Adventure,20542,4.238482,2008-12-12,0,Delgo,5.4,15,-40000000,2008
1278,40000000,Action,266396,26.935458,2015-02-16,13644292,The Gunman,5.5,392,-26355708,2015
1279,40000000,Adventure,9978,16.282962,2006-07-21,23937870,Stormbreaker,5.1,213,-16062130,2006
1280,20000000,Thriller,8271,31.690456,2007-04-12,117760134,Disturbia,6.6,1006,97760134,2007
1281,20000000,Action,10428,17.842246,1995-09-14,7563728,Hackers,6.2,398,-12436272,1995
1282,0,Action,5353,8.048305000000001,2007-09-03,0,The Hunting Party,6.6,96,0,2007
1283,30000000,Comedy,11934,14.188982000000001,1994-03-11,0,The Hudsucker Proxy,7.1,275,-30000000,1994
1284,40000000,Action,14392,6.884467,2007-12-12,0,The Warlords,6.3,83,-40000000,2007
1285,25000000,Action,19495,8.212017999999999,2005-07-17,0,Nomad: The Warrior,4.3,17,-25000000,2005
1286,39200000,Action,110415,64.238688,2013-08-01,86758912,Snowpiercer,6.7,2854,47558912,2013
1287,25000000,Adventure,77459,17.375562,2011-10-12,0,A Monster in Paris,6.5,313,-25000000,2011
1288,0,Action,26486,6.7698,2004-09-24,0,The Last Shot,5.9,15,0,2004
1289,15000000,Fantasy,9495,44.690107,1994-05-11,94000000,The Crow,7.3,953,79000000,1994
1290,40000000,Action,256040,16.254032000000002,2015-07-10,100000000,Baahubali: The Beginning,7.5,135,60000000,2015
1291,39000000,Drama,24420,37.492928000000006,2009-08-14,101229792,The Time Traveler's Wife,6.7,798,62229792,2009
1292,0,Comedy,1257,18.678415,2007-02-02,69485490,Because I Said So,5.8,191,69485490,2007
1293,39000000,Animation,62214,27.908783000000003,2012-10-04,35287788,Frankenweenie,6.6,932,-3712212,2012
1294,39000000,Science Fiction,16320,45.388937,2005-08-25,38869464,Serenity,7.4,1264,-130536,2005
1295,39000000,Romance,8842,2.817364,2004-02-20,6614280,Against the Ropes,4.5,32,-32385720,2004
1296,39000000,Comedy,9531,22.164202,1983-06-17,75850624,Superman III,5.3,490,36850624,1983
1297,40000000,Comedy,64807,21.362949,2013-12-25,44907260,Grudge Match,6.0,433,4907260,2013
1298,80341000,Adventure,12289,14.8375,2008-07-10,127814609,Red Cliff,7.1,205,47473609,2008
1299,30000000,Comedy,11529,18.256028,2002-09-26,180622424,Sweet Home Alabama,6.0,394,150622424,2002
1300,38000000,Comedy,20943,22.332926999999998,2009-07-24,205298907,The Ugly Truth,6.4,972,167298907,2009
1301,0,Comedy,9099,5.417787000000001,1996-03-29,0,Sgt. Bilko,5.5,94,0,1996
1302,38000000,Action,9488,24.085144,2002-08-07,119723358,Spy Kids 2: The Island of Lost Dreams,5.3,521,81723358,2002
1303,38000000,Science Fiction,193,14.779041000000001,1994-11-17,120000000,Star Trek: Generations,6.4,452,82000000,1994
1304,3860000,Action,44865,19.947264999999998,2013-01-08,64076736,The Grandmaster,6.3,273,60216736,2013
1305,38000000,Drama,55787,16.801218,2011-03-15,114156230,Water for Elephants,6.7,850,76156230,2011
1306,40000000,Adventure,257932,5.057695,2014-05-20,0,Dragon Nest: Warriors' Dawn,6.8,19,-40000000,2014
1307,50000000,Drama,10400,20.825781,1999-09-17,73956241,The Hurricane,7.2,396,23956241,1999
1308,38000000,Drama,1957,11.500783,2002-05-24,51801187,Enough,6.2,264,13801187,2002
1309,35000000,Crime,10833,13.932203,2001-03-23,0,Heartbreakers,5.7,254,-35000000,2001
1310,38000000,Action,256961,41.258487,2015-04-16,107597242,Paul Blart: Mall Cop 2,5.0,567,69597242,2015
1311,53000000,Drama,5852,6.4546339999999995,2001-05-15,29700000,Angel Eyes,5.6,88,-23300000,2001
1312,38000000,Comedy,12312,5.257009,2001-12-21,0,Joe Somebody,5.5,40,-38000000,2001
1313,38000000,Horror,622,30.359164,1999-08-24,58401898,The Ninth Gate,6.3,756,20401898,1999
1314,38000000,Drama,11306,3.4265550000000005,1996-09-27,17380126,Extreme Measures,5.7,80,-20619874,1996
1315,57000000,Music,12508,11.60815,2001-09-04,16991902,Rock Star,6.0,190,-40008098,2001
1316,10000000,Drama,25793,18.664624,2009-11-06,47536959,Precious,6.9,417,37536959,2009
1317,38000000,Action,10534,10.047578999999999,1996-02-02,10300000,White Squall,6.3,86,-27700000,1996
1318,15000000,Horror,1091,52.731379000000004,1982-06-25,19629760,The Thing,7.8,1588,4629760,1982
1319,38000000,Science Fiction,87421,46.630062,2013-09-02,98337295,Riddick,6.2,2035,60337295,2013
1320,37000000,Action,10871,4.131546,1997-10-31,6482195,Switchback,5.8,52,-30517805,1997
1321,0,Action,13503,5.641978,2001-11-30,0,Texas Rangers,5.4,19,0,2001
1322,55000000,Adventure,13600,23.465539,2008-10-07,17869048,City of Ember,6.2,605,-37130952,2008
1323,32000000,Drama,68722,25.682509,2012-09-07,28258060,The Master,7.0,701,-3741940,2012
1324,38000000,Adventure,14324,6.760922,2007-12-17,5410749,Virgin Territory,4.3,75,-32589251,2007
1325,40000000,Drama,14325,3.8782300000000003,2008-10-10,9793496,The Express,7.1,71,-30206504,2008
1326,38000000,Adventure,299687,57.889964,2016-01-14,109906372,The 5th Wave,5.6,1945,71906372,2016
1327,37000000,Drama,312221,57.773582999999995,2015-11-25,173567581,Creed,7.3,1915,136567581,2015
1328,37000000,Crime,23168,24.218358,2010-09-15,154026136,The Town,7.0,1468,117026136,2010
1329,40000000,Romance,76494,27.009722999999997,2012-05-17,79700000,What to Expect When You're Expecting,5.8,594,39700000,2012
1330,37000000,Comedy,4944,31.941346999999997,2008-09-05,163720069,Burn After Reading,6.5,1222,126720069,2008
1331,37000000,Adventure,10488,14.353279,2008-04-03,100076342,Nim's Island,5.6,330,63076342,2008
1332,38000000,Drama,96721,33.003828000000006,2013-09-02,90247624,Rush,7.7,2277,52247624,2013
1333,37000000,Drama,334,30.993736,1999-12-08,48451803,Magnolia,7.5,825,11451803,1999
1334,30000000,Action,23742,25.825771,2010-02-26,55583804,Cop Out,5.3,511,25583804,2010
1335,38000000,Comedy,259694,46.078371000000004,2016-01-21,112343513,How to Be Single,5.9,1201,74343513,2016
1336,37000000,Drama,62837,6.638389999999999,2011-09-23,95404397,Dolphin Tale,6.7,163,58404397,2011
1337,37000000,Adventure,8966,127.084938,2008-11-20,392616625,Twilight,5.8,3561,355616625,2008
1338,36000000,Drama,8470,27.465433,2002-02-15,102244770,John Q,7.0,594,66244770,2002
1339,65000000,Action,11001,16.865782,1999-09-17,117758500,Blue Streak,6.1,352,52758500,1999
1340,37000000,Comedy,138832,100.348805,2013-08-07,269994119,We're the Millers,6.8,2972,232994119,2013
1341,36500000,Action,16911,2.785832,2008-12-18,21834845,The Inhabited Island,5.3,23,-14665155,2008
1342,36000000,Drama,2163,9.176339,1997-05-02,50159144,Breakdown,6.6,198,14159144,1997
1343,36000000,Adventure,36670,23.380757,1983-10-07,160000000,Never Say Never Again,5.8,338,124000000,1983
1344,36000000,Science Fiction,23048,33.926473,2010-03-26,64572262,Hot Tub Time Machine,6.0,894,28572262,2010
1345,36000000,Family,227735,6.967857,2014-09-12,52424533,Dolphin Tale 2,6.7,96,16424533,2014
1346,42000000,Thriller,2155,11.470135,2000-02-25,32168970,Reindeer Games,5.4,173,-9831030,2000
1347,36000000,Action,8409,19.854932,2003-04-04,44350926,A Man Apart,5.8,258,8350926,2003
1348,37000000,Drama,222936,29.652535999999998,2015-05-27,26250020,Aloha,5.2,692,-10749980,2015
1349,0,History,31908,8.102925,1996-12-20,0,Ghosts of Mississippi,6.2,40,0,1996
1350,0,Drama,10219,2.79483,1999-12-22,0,Snow Falling on Cedars,6.3,32,0,1999
1351,37000000,Drama,48171,11.492474000000001,2011-01-28,96047633,The Rite,5.8,556,59047633,2011
1352,36000000,Thriller,782,70.398356,1997-09-07,12532777,Gattaca,7.5,1808,-23467223,1997
1353,36000000,Drama,75531,1.068453,2000-01-28,3003296,Isn't She Great,4.6,14,-32996704,2000
1354,37000000,Animation,11802,6.293216999999999,2008-07-17,63800345,Space Chimps,5.2,99,26800345,2008
1355,0,Comedy,9776,3.4571940000000003,2003-01-01,0,Head of State,5.3,71,0,2003
1356,35000000,Comedy,18785,82.21166,2009-06-05,459270619,The Hangover,7.2,6173,424270619,2009
1357,36000000,Action,365222,19.167377,2015-12-19,156844753,Ip Man 3,6.5,379,120844753,2015
1358,33000000,Adventure,817,18.316151,1999-06-08,310940086,Austin Powers: The Spy Who Shagged Me,6.2,1011,277940086,1999
1359,35000000,Fantasy,268,44.104469,1989-06-23,411348924,Batman,7.0,2096,376348924,1989
1360,0,Drama,45054,6.668678999999999,2011-03-25,0,There Be Dragons,5.9,27,0,2011
1361,35000000,Adventure,943,36.172182,1992-05-15,321731527,Lethal Weapon 3,6.4,811,286731527,1992
1362,29000000,Drama,22881,25.767395,2009-11-20,309208309,The Blind Side,7.2,1597,280208309,2009
1363,35000000,Action,10054,21.543389,2001-03-18,147934180,Spy Kids,5.5,867,112934180,2001
1364,35000000,Comedy,51540,50.309843,2011-07-08,117000000,Horrible Bosses,6.5,2277,82000000,2011
1365,38000000,Drama,44264,49.292384000000006,2010-12-22,252276927,True Grit,7.2,1668,214276927,2010
1366,35000000,Comedy,350,83.89325699999999,2006-06-30,326551094,The Devil Wears Prada,7.0,3088,291551094,2006
1367,35000000,Science Fiction,152,24.616634,1979-12-06,139000000,Star Trek: The Motion Picture,6.2,530,104000000,<1980
1368,35000000,Comedy,109431,34.005726,2013-02-07,173965010,Identity Thief,5.6,1645,138965010,2013
1369,35000000,Crime,1598,27.714043,1991-11-15,182300000,Cape Fear,7.0,675,147300000,1991
1370,35000000,Drama,8065,45.149947999999995,2008-03-27,69823199,21,6.5,1375,34823199,2008
1371,35000000,Comedy,271718,72.774941,2015-07-17,140795793,Trainwreck,5.9,1181,105795793,2015
1372,35000000,Comedy,11638,3.74263,2005-03-25,68915888,Guess Who,5.5,225,33915888,2005
1373,27000000,Drama,409,29.381878000000004,1996-11-14,231976425,The English Patient,7.0,542,204976425,1996
1374,35000000,Crime,2118,24.860326,1997-09-19,126216940,L.A. Confidential,7.7,1310,91216940,1997
1375,35000000,Adventure,11459,11.041659,2005-07-29,86369815,Sky High,5.8,550,51369815,2005
1376,35000000,Comedy,10806,11.897925,1997-09-10,0,In & Out,6.3,177,-35000000,1997
1377,35000000,Science Fiction,9348,23.607070999999998,1995-07-07,113374103,Species,5.5,453,78374103,1995
1378,1800000,Horror,377,38.204158,1984-11-14,25504513,A Nightmare on Elm Street,7.2,1180,23704513,1984
1379,33000000,Horror,8843,25.413954999999998,2000-08-17,104155843,The Cell,6.0,436,71155843,2000
1380,0,Action,9313,28.98027,1998-03-12,0,The Man in the Iron Mask,6.3,1018,0,1998
1381,35000000,Drama,39486,9.525037,2010-08-20,60251371,Secretariat,6.8,103,25251371,2010
1382,34000000,Adventure,1273,18.39217,2007-03-23,95608995,TMNT,6.0,345,61608995,2007
1383,32000000,Drama,13920,9.254647,2003-10-24,52277485,Radio,6.8,141,20277485,2003
1384,35000000,Romance,50544,40.526587,2011-07-21,150483765,Friends with Benefits,6.5,2237,115483765,2011
1385,35000000,Comedy,325133,50.179171000000004,2016-05-04,108758521,Neighbors 2: Sorority Rising,5.6,1462,73758521,2016
1386,35000000,Comedy,140823,31.957946999999997,2013-11-16,112544580,Saving Mr. Banks,7.3,1226,77544580,2013
1387,34000000,Drama,1883,19.822791,1992-11-18,48169908,Malcolm X,7.2,370,14169908,1992
1388,35000000,Comedy,89492,38.429648,2012-12-20,88058786,This Is 40,5.6,896,53058786,2012
1389,35000000,Comedy,22949,13.707842999999999,2009-11-24,92219310,Old Dogs,5.2,210,57219310,2009
1390,35000000,Fantasy,12437,51.927471000000004,2009-01-22,91353501,Underworld: Rise of the Lycans,6.2,1428,56353501,2009
1391,35000000,Comedy,2959,14.503568,2007-07-04,69307224,License to Wed,5.2,253,34307224,2007
